hs4,product,complex
2616,Precious metal ores and concentrates,-1.46
814,"Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulfur water or in other preservative solutions",-1.47
6104,"Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted",-1.47
6105,"Men's or boys' shirts, knitted or crocheted",-1.47
1201,Soya beans,-1.48
907,"Cloves (whole fruit, cloves and stems)",-1.5
1903,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or in similar forms",-1.51
104,Live sheep and goats,-1.52
901,"Coffee, whether or not roasted or decaffeinated; coffee husks and skins; coffee substitutes containing coffee in any proportion",-1.53
1516,"Animal or vegetable fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinized, whether or not refined, but not further prepared",-1.53
702,"Tomatoes, fresh or chilled",-1.53
2608,Zinc ores and concentrates,-1.53
908,"Nutmeg, mace and cardamoms",-1.54
7402,Unrefined copper; copper anodes for electrolytic refining,-1.56
9706,Antiques older than one hundred years,-1.56
6107,"Men's or boys' underpants, briefs, nightshirts, pajamas, bathrobes, dressing gowns and similar articles, knitted or crocheted",-1.57
305,"Fish, dried, salted or in brine; smoked fish, whether or not cooked before or during the smoking process; flours, meals and pellets of fish, fit for human consumption",-1.57
1703,Molasses resulting from the extraction or refining of sugar,-1.57
2510,"Natural calcium phosphates, natural aluminum calcium phosphates and phosphatic chalk",-1.58
4602,"Basketwork, wickerwork and other articles, made directly to shape from plaiting materials or made up from articles of heading 4601; articles of loofah",-1.58
6505,"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed",-1.59
2516,"Granite, porphyry, basalt, sandstone and other monumental or building stone, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or slabs of a rectangular (including square) shape",-1.59
1604,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,-1.59
2301,"Flours, meals and pellets, of meat or meat offal, of fish or of crustaceans, molluscs or other aquatic invertebrates, unfit for human consumption; greaves (cracklings)",-1.59
4402,"Wood charcoal (including shell or nut charcoal), whether or not agglomerated",-1.6
2607,Lead ores and concentrates,-1.62
4601,"Plaits and similar products of plaiting materials, whether or not assembled into strips; plaiting materials, plaits and similar products of plaiting materials, bound together in parallel strands or woven, in sheet form, whether or not being finished",-1.63
910,"Ginger, saffron, turmeric (curcuma), thyme, bay leaves, curry and other spices",-1.63
2814,"Ammonia, anhydrous or in aqueous solution",-1.64
810,"Other fruit, fresh",-1.64
1521,"Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti, whether or not refined or colored",-1.65
703,"Onions, shallots, garlic, leeks and other alliaceous vegetables, fresh or chilled",-1.66
303,"Fish, frozen, excluding fish fillets and other fish meat of heading 0304",-1.66
714,"Cassava (manioc), arrowroot, salep, Jerusalem artichokes, sweet potatoes and similar roots and tubers with high starch or inulin content, fresh, chilled, frozen or dried, whether or not sliced or in the form of pellets; sago pith",-1.67
2401,Unmanufactured tobacco (whether or not threshed or similarly processed); tobacco refuse,-1.69
510,"Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved:",-1.7
6111,"Babies' garments and clothing accessories, knitted or crocheted",-1.71
4101,"Raw hides and skins of bovine (including buffalo) or equine animals (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split",-1.71
6305,"Sacks and bags, of a kind used for the packing of goods",-1.71
5305,"Coconut, abaca (Manila hemp or Musa textilis Nee), ramie and other vegetable textile fibers,not elsewhere specified or included, raw or processed but not spun; tow, noils and waste of these fibers (including yarn waste and garnetted stock)",-1.71
1701,"Cane or beet sugar and chemically pure sucrose, in solid form",-1.74
1404,Vegetable products not elsewhere specified or included,-1.75
1605,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",-1.75
307,"Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; flours, meals and pellets of aquatic invertebra",-1.76
1212,"Locust beans, seaweeds and other algae, sugar beet and sugar cane, fresh, chilled, frozen or dried, whether or not ground; fruit stones and kernels and other vegetable products (including unroasted chicory roots of the variety Cichorium intybus sativum )",-1.77
5205,"Cotton yarn (other than sewing thread), containing 85 per- cent or more by weight of cotton, not put up for retail sale",-1.77
708,"Leguminous vegetables, shelled or unshelled, fresh or chilled",-1.77
1513,"Coconut (copra), palm kernel or babassu oil, and fractions thereof, whether or not refined, but not chemically modified",-1.78
1106,"Flour, meal and powder of the dried leguminous vegetables of heading 0713, of sago or of roots or tubers of heading 0714 or of the products of chapter 8",-1.78
204,"Meat of sheep or goats, fresh, chilled or frozen",-1.78
4105,"Tanned or crust skins of sheep or lambs, without wool on, whether or not split, but not further prepared",-1.78
2611,Tungsten ores and concentrates:,-1.79
2614,Titanium ores and concentrates,-1.8
4102,"Raw skins of sheep or lambs (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not with wool on or split, other than those excluded by note 1(c) to this chapter",-1.8
1508,"Peanut (ground-nut) oil and its fractions, whether or not refined, but not chemically modified",-1.84
904,"Pepper of the genus Piper; dried or crushed or ground fruits of the genus Capsicum (peppers) or of the genus Pimenta (e.g., allspice)",-1.84
713,"Dried leguminous vegetables, shelled, whether or not skinned or split",-1.84
5202,Cotton waste (including yarn waste and garnetted stock),-1.85
802,"Other nuts, fresh or dried, whether or not shelled or peeled",-1.86
2601,"Iron ores and concentrates, including roasted iron pyrites",-1.86
804,"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried",-1.88
902,"Tea, whether or not flavored",-1.9
905,Vanilla beans,-1.91
5310,Woven fabrics of jute or of other textile bast fibers of heading 5303,-1.91
306,"Crustaceans, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; crustaceans, in shell, cooked by steaming or by boiling in water, whether or not chilled, frozen, dried, salted or in brine; flours, meals and pellets of crusta",-1.92
2612,Uranium or thorium ores and concentrates,-1.93
1211,"Plants and parts of plants (including seeds and fruits), of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes, fresh or dried, whether or not cut, crushed or powdered",-1.94
1504,"Fats and oils and their fractions, of fish or marine mammals, whether or not refined, but not chemically modified",-1.95
801,"Coconuts, Brazil nuts and cashew nuts, fresh or dried, whether or not shelled or peeled",-1.97
4403,"Wood in the rough, whether or not stripped of bark or sap-wood, or roughly squared",-1.99
1006,Rice,-1.99
6704,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair or of textile materials; articles of human hair not elsewhere specified or included",-2.03
2302,"Bran, sharps (middlings) and other residues, whether or not in the form of pellets, derived from the sifting, milling or other working of cereals or of leguminous plants",-2.03
4103,"Other raw hides and skins (fresh, or salted, dried, limed, pickled or otherwise preserved, but not tanned, parchment-dressed or further prepared), whether or not dehaired or split, other than those excluded by note 1(b) or 1(c) to this chapter",-2.04
807,"Melons (including watermelons) and papayas (papaws), fresh",-2.04
2606,Aluminium ores and concentrates,-2.07
1207,"Other oil seeds and oleaginous fruits, whether or not broken",-2.07
2711,Petroleum gases and other gaseous hydrocarbons,-2.08
1511,"Palm oil and its fractions, whether or not refined, but not chemically modified",-2.08
1007,Grain sorghum,-2.1
2602,Containing 47 percent or more by weight of manganese,-2.1
903,Mate,-2.11
5102,"Fine or coarse animal hair, not carded or combed",-2.12
803,"Bananas and plantains, fresh or dried",-2.14
1203,Copra,-2.17
2305,"Oilcake and other solid residues, whether or not ground or in the form of pellets, resulting from the extraction of peanut (ground-nut) oil",-2.17
5101,"Wool, not carded or combed",-2.19
2603,Gold content,-2.21
7108,"Gold (including gold plated with platinum) unwrought or in semimanufactured forms, or in powder form",-2.24
4106,"Tanned or crust skins of other animals, without wool or hair on, whether or not split, but not further prepared",-2.26
2615,"Niobium (columbium), tantalum, vanadium or zirconium ores and concentrates",-2.26
1801,"Cocoa beans, whole or broken, raw or roasted",-2.27
5303,"Jute and other textile bast fibers (excluding flax, true hemp and ramie), raw or processed but not spun; tow and waste of these fibers (including yarn waste and garnetted stock)",-2.29
2605,Cobalt ores and concentrates,-2.42
1202,"Peanuts (ground-nuts), not roasted or otherwise cooked, whether or not shelled or broken",-2.47
4001,"Natural rubber, balata, gutta-percha, guayule, chicle and similar natural gums, in primary forms or in plates, sheets or strip",-2.51
5201,"Cotton, not carded or combed:",-2.56
2617,Other ores and concentrates,-2.58
1301,"Lac; natural gums, resins, gum-resins and oleoresins (for example, balsams)",-2.71
2709,"Petroleum oils and oils obtained from bituminous minerals, crude",-2.83
1802,"Cocoa shells, husks, skins and other cocoa waste",-2.87
2610,Chromium ores and concentrates,-2.95
2609,Tin ores and concentrates,-3.33
